artist,song_title,lyrics_clean_ascii,mood
Sezen Aksu,Ben Sevdalı Sen Belalı,sen beni sen sen unutmus gibisin ben hâlâ deliyim hâlâ sevdali sen sen beni unutmus gibisin yaktigin atesi sonduremedim sen hâlâ cilginsin hâlâ belali of hâlâ belali cekmeye raziyim kaprislerini i̇stersen zincire vur ellerimi ne olur bir tanem anla hâlimi sen benden sen vazgecmis gibisin ben hâlâ tutkunum hâlâ yarali hâlâ belali bu sevda bir anda bitebilir mi gercekler yalana donebilir mi ne olur bir tanem anla halimi,
Sezen Aksu,Beşik,bura bu acýyý cekmeye geldik hazdan kendimizden gecmeye geldik hayat iksirinden icmeye geldik geldik gidiyoruz yollar diken yollar ýtýr yasemen her lezzeti tattýk ayný kaseden þeytan gibi bizi tene hapseden bizdik biliyoruz beþik gibi sallar hayat bizi ceker basar vessikalýk resmimizi gozlerimiz kimlik belgesi gibi kayýt tutar ya buz ya bebek mavisi mukemmel teþhisi aþk koruyabilir bir tek kaldýysa hala masumiyetimizi biz altýnda imzasý olan aþýklar boyle yazdýk vasiyetimizi kaldýysa eðer hala masumiyetimizi,
Sezen Aksu,Bile Bile,bir arada olabilmek ne mumkun bir arada kalabilmek imkânsiz seneler alip gitmis ne var ne yoksa her seyi i̇nanilmaz degisen ben miyim i̇nanilmaz bu yabanci da kim sen misin boyle uzak veda sozleri soyleyen geri donmek inan isten degil hani var ya tutamazsin kendini bir umitle ya olursa dersin hep bile bile her seyin bittigini sonradan kor sonradan kor ayriliklar an be an akip gider akip gider zaman sana aldirmadan,
Sezen Aksu,Biliyorsun,hayat bazen oyle insafsiz ki kucuk bir boslugundan yakalar hissettirmez en zayif aninda seni ta yureginden yaralar ellerin kollarin baglansa da basinda kasirgalar kopsa da sen tum gucunle karsi koysan da seni acimasiz sevdaya salar sen de benim kadar gercekleri goruyorsun beraber olamayiz benim gibi biliyorsun bir baska dunyanin insanisin yavrucagim sen kendi dunyanin topraginda buyuyorsun haklisin biraz gec karsilastik oysa hic konusmadan anlastik bazi seyler var ki soylenmiyor biz senle sozleri susarak astik i̇nsan acilarla kivransa da ve o askta bir daha dogsa da dunyasini yeniden kursa da dusler ve gercekler ayri ayri yasar mmhmmhmmhmmh ahaahaahaah,
Sezen Aksu,Bindokuzyüzkırkbeş,gel asirlardan uzan da tut ellerimi simsicak yoksa bendeki cocuk da boyle caresiz kalacak ofke ile beslenen cocuklar yalnizdirlar ve umitleri ciceklerden acilari tarihlerden senin gibi benim gibi onlar da hep insandilar ve sevgiye inandilar ve saygiya inandilar onlar biraz terk edilmis biraz kuskun cocuktular sanki biraz incitilmis sanki yetersiz sevilmis sanki utandilar kavgadan ve sustular op incilenen gozyaslari kurusun inanclarinda sene bin dokuz yuz kirk bes asirlardan uzan da tut ellerimi simsicak ve asirlardan uzan da tut ellerimi simsicak,
Sezen Aksu,Bir Acı Kahvenin,gun olur da bir dost ararsan eger aciktir kapim sana cekinmeden gel sozlerimde inan ne sitem ne de kirginlik bulamazsin bir gun yolun duserse eger beni biraktigin gun gibi yine dost bulacaksin gun olur da bir dost ararsan eger ne olursa olsun gecen zamanda sanki bir sey olmamis gibi karsilarim seni yillarin ozlemiyle kucaklarim bir aci kahvenin kirk yil hatiri vardir derler az mi ictim ellerinden unutmadim o gunleri gel buraya yolun duserse eger heyhey,
Sezen Aksu,Bırak Beni,birak beni yeter aldattigin yeter birak beni deli ettin artik cek git bu nasil sevgi sen kendine âsiksin sen yalancisin hatta sevisirken bile yabancisin sen kimsin sen ne rahat insansin birak birak benim icin ne mumkun ayrilmak ben ayrilamam sen beni birak birak birak seviyorum kahretsin seviyorum elimde degil cok seviyorum ah neden yasadigim en deli asksin sen cok istedim unutmak istedim esmer ellerini gozlerini kokunu yanik tenini bana dokundugun anda hislerimi unutmadim oysa sen bir yalancisin,
Sezen Aksu,Bir Başka Aşk,i̇cinde tum umutlar bir bir yitip gidiyorken hayati sirca bir kosk gibi diye taniyordun daha sen bebektin bir tanem her askta biraz buyuyordun ve bir anda… bir baska askla alev alev tutusup da birden yeni bastan oldun yeni bastan oldun kendi canindan i̇cinde kavga eden senler bir bir barisiyor omrune senden de onemli bir sey karisiyor daha dun bebektin bir tanem kendini her sey saniyordun x3,
Sezen Aksu,Bir Çocuk Sevdim,bir cocuk gordum uzaklarda gozleri kederli hatta korkulu her seye ragmen biraz gulumsedi cocuk sicak sade ama biraz kuskulu bir cocuk sevdim uzaklarda saniyordum ki onun ozlemi de buydu o ise bir bakista beni ortulerimden yalnizca yalnizca duygulariyla soydu ben boyle yurek gormedim boyle sevgi simdi cocuk buyumekte gunbegun butun huzunleri oksadi birer birer gizli bir umide sarilarak biraz kuskun biraz cocuk biraz adam biraz hicti ellerinde yasli zaman demetleri daha once denenmemis yeni bir yol secti bir elinde yarin obur elinde dun erken ihtiyarlamaktan sanki biraz uzgun dunyanin haline bakip guldu gecti,
Sezen Aksu,Bir Kuş Uçur,hep karanlýk hep karanlýk yeter artýk yeter bir avuc kar beyazý bir adým yol bana bir nefes ver bir fýsýlda daðlar duvar olsa onume yollar kor duðum duðumlense donmem gozumu daðlasalar ýpe goturseler bir kuþ ucur yeter sen bir caðýr yeter bir kucuk pencere bir aydýnlýk bana,
Sezen Aksu,Bir Vurgun Bu Sevda,bir vurgun bu sevda gunsuz baslar gecem uzanirken sana tukendi bu beden yuregim bir surgun varmaz yolum sana olumsuz dunyada ecel ol al beni nefessiz zordayim zamansiz bir mekânda cikmaz bir yoldayim amansiz isyanda ecelim ol benim koynunda sar beni ask olum yaz bana sonsuza al beni ah,
Sezen Aksu,Bir Zamanlar Deli Gönlüm,ele avuca sigmazdi deli gonlum bir zamanlar neredeydi simdi ner'de i̇ster gunes ol yak beni yagmurum ol aglat beni aklim baska duygularim baska yerde bir deli ruzgâr savurdu beni boyle bu mutlu tutsak benim altin kafeste zincirleri yuregimin artik sende yok aglatmaz asla beni bir gun ayrilik pismanligim nefret olmaz ofke olmaz senden daha aci bir hasret bulunmaz acilarla sevinclerle yasat beni senden daha guclu bir hasret bulunmaz acilarla sevinclerle,
Sezen Aksu,Bu Gece,al beni gotur kanatlarinda bu gece ucurup diyar diyar sev beni sevilmedigim kadar unuttur yalniz yasadigim her geceyi oyle gel gor beni bulup karanliklarda sar biraz ki dogmasin sabahlar al sevgim hic vermedigim kadar unuttur yalniz yasadigim her geceyi oyle gel gel sev i̇ste yeminler ederim aska belki bir daha hic tutulmazlar i̇nanmasan bile gel i̇nandigim ne var ne yoksa hic vermedigim kadar unuttur yalniz yasadigim her geceyi oyle gel bu gece hehe gel gece hehe,
Sezen Aksu,Büklüm Büklüm,ne soylesen ne beklesen yaradan'dan ya da kaderinden ele gecmez istedigin ugruna savas vermediysen sevilmeden de sevmeyi neyi ozledigini bilmeyi aci da olsa yine gercegi gorup de soylemeyi bilmediysen sanki seni bogar gibi sanki yeniden dogar gibi sanki zaman zaman olur gibi acisini cilesini cekmediysen hani buklum buklum boynunda hani paramparca ruhunda hani soran gozlerle kapinda bekleyen dargin anilarin gibi,
Sezen Aksu,Buy Oil Filled Capacitor With an Affordable Price,1 contributorbuy oil filled capacitor with an affordable price lyricsoilfilled capacitors are one of the most common types of electronic components theyre found in everything from watches to power plants and are often the first component that people encounter when learning about electronics they are also used in more complex components such as transistors and integrated circuits in this article well discuss what an oilfilled capacitor is and how they work more visit https//falconcapacitorcom/service/oilfilledcapacitor/ fan capacitor in dubai applications of capacitors,
Sezen Aksu,Çakkıdı,buralardan hemen gidesim var yeniden baslamak hevesim var ne varsa attigim icime cart diye diyesim var katlaniyoruz herkes gibi malum e aciklarimiz kaciklarimiz var ama hem kel hem fodul takimini hart diye yiyesim var cat diye catlamak uzereyim neresinden tutup da duzeleyim ortagi olmusum duzenegin kendimi bogasim var herkesi oyasim var aman be hadi gel kaynasalim kiz cakkidi cakkidi oynasalim kiz azicik alttan azicik ustten hoppidi hoppidi hoplatalim kiz bunlar benim fikrim mi kisa metraj filmim mi i̇rfanim mi ilmim mi yuh diye sovesim var zihin oyunlarim mi resmi duyumlarim mi koyun uyumlarim mi kah kah gulesim var aman kalk kaynasalim kiz aman be hadi kalk kaynasalim kiz hic umut yok mu her sey bos mu dunya alem dut gibi sarhos mu,
Sezen Aksu,Canımsın Sen,adin baska tadin baska sigmiyorsun ele avuca delisin sen dilerim ki ben'le yasa bildiklerin ezber degil yenisin sen bosuna mi yaprak gibi ruzgârina kapildim ben unutup kendimi bi' divaneye takildim ben ayagi esikten disar'da git gidersen bu gonul senden coktan razi nasil istersen delip gecen gozlerinle soylenmemis sozlerinle sirsin sen hic oyunsuz sorunsuz ne bir eksik ne bir fazla canimsin sen bu gonul coktan razi senden nasil istersen senden once senden sonra i̇ki ayri devir iki ayri dunya bir daha da olmayacak hicbir sey eskisi gibi yarinlarda,
Sezen Aksu,Çile,sorarim soru sirra eremem ararim done done duramam yururum diken diken kanamam yola dusunce bilemem basi sonu nerede akarim nehir gibi yine de yasamak ve inadina ve ille de cana uyunca x4 cile naninanina goremem bazi bosa bakarim bir dua bir turku bir can yakarim beserim sasar hata yaparim kotu huyumca tutamam yerin toz tanesiyim bir garip dunya bicaresiyim bir kulun deli divanesiyim aska gelince ne rahat bir soluk aldim ne huzur buldum yine de sevdim bu aci dunyayi gitmedim durdum,
Sezen Aksu,Çocuk,bir yerlerde bir cocuk dogdu sancisini icimde duyuyorum kim bilir kimin cocugusun gozlerinde gunesi goruyorum gozlerinde hayat piril piril ellerinde umitlerimiz var dunyanin tum pisliklerine sikilmis o minik yumruklar sikilmis o minicik yumruklar guzel bebek buram buram i̇nsan sevgi kokuyorsun bir kucuk dunya gibi varligin sirtinda dunyayi tasiyorsun kim olursa olsun anan baban sorumluyum onlar kadar senden adini hic bilmesem bile benim oz be oz cocugumsun sen,
Sezen Aksu,Çocuklar Gibi,bende hic tukenmez bir hayat vardi kirlara yayilan ilkbahar gibi kalbim hic durmadan hizla carpardi gogsumun icinde ates var gibi basini gogsume sakla sevgilim guzel saclarinda dolassin elim bir gun aglayalim bir gun gulelim sevisen yaramaz cocuklar gibi hissedince sana vuruldugumu anladim ne kadar yoruldugumu sakinlestigimi duruldugumu denize dokulen bir pinar gibi sozun siirlerin mukemmelidir senden baskasini seven delidir yuzun ciceklerin en guzelidir gozlerin bilinmez bir diyar gibi,
Sezen Aksu,Çocuk [Sezen Aksu Söylüyor Müzikali],1 contributorcocuk lyrics bir yerlerde bir cocuk dogdu sancisini icimde duyuyorum kim bilir kimin cocugusun gozlerinde gunesi goruyorum gozlerinde hayat piril piril ellerinde umitlerimiz var dunyanin tum pisliklerine sikilmis o minik yumruklar guzel bebek buram buram i̇nsan sevgi kokuyorsun bir kucuk dunya gibi varligin sirtinda dunyayi tasiyorsun kim olursa olsun anan baban sorumluyum onlar kadar senden adini hic bilmesem bile benim oz be oz cocugumsun sen guzеl bebek buram buram,
Sezen Aksu,Çocuk ve Dev,bir zamanlar koca bir dev ve minik bir cocuk vardi korkusuzca gezerlerdi yesil guzel bir bahcede kocaman dev bir bahcivan minik cocuk bir cicekti simsicacik yurekleri hep elele gezerlerdi kocaman devin elleri minik cocugun yuzunden korkulari hep silerdi ama akilli insanlar i̇nanmadilar bu masala kostular kurtarmaya minik cocugu o devden onlari uyur buldular o yesil guzel bahcede simsiki sarilmislardi bir daha uyanmadilar la lalalala lalalala lalalala mmh mmhmmh mmhmmh mmhmmh,
Sezen Aksu,Dağlar Dağlar,basim dag saclarim kardir deli ruzgârlarim vardir ovalar bana cok dardir benim meskenim daglardir daglar daglardir daglar daglardir daglar sehirler bana bir tuzak i̇nsan sohbetleri yasak uzak olun benden uzak kalbime benzer taslari heybetli oter kuslari goge yakindir baslari yârimi ellere verin sevdami yellere verin yelleri bana gonderin bir gun kadrim bilinirse i̇smim agza alinirsa yerim' soran bulunursa,
Sezen Aksu,Dansöz Dünya,hic kavga bilmez gulle yaprak hic kiyar mi agaca toprak bu kimin oyunu i̇lk kim bozdu sonsuz uyumu kivir kivir kivir ziller elinde yangin yerinde oz paramparca oz esir teninde don dansoz dunya devam et ates dansina yan gamsiz dunya sigmadin aklima x5 vursun davullar inlesin dunya yalnizligini dinlesin dunya kiyamet gundesin dunya,
Sezen Aksu,Davet,x2 gel en sevap gunah gel canimin cani sevdaya adanmis esmer yasak hirsizi ah atesten gomlek ah oynasin kurdu askla agulanmis guzellikler yurdu tutusan tenime zuluflerini sur asi hircin hur arka bahcelerde disledigim mur gel ciplak ve pur x3 ciplagina sar beni topragina kar beni kaynagindan dokul gurul gurul cogalt ki kendini daglari seller alsin selleri yangin sarsin bozulsun bahce bag dalda uzum sarhos ben tarumar,
Sezen Aksu,Değer mi?,bir ruya gorur gibi seninle bulutlara uctugumda bir ates yakar beni sevginle tutustugumu sanirdim yagmur olur yagmur olur damla damla damla damla operdim operdim dudaklarindan bir nehir gibi caglar akardim akardim damarlarindan deger mi hic deger mi hic deger mi deger mi deger mi soyle bir ruya omur boyu surer mi surer mi surer mi boyle deger canim deger elbet deger bir tanem ask icin her seye ne hayal ne de gercek engel mi kanatlanmadan ucmaya ah ahah ah ahah deger mi hic deger mi hic ah ahah ah ahah,
Sezen Aksu,Değer mi? [1991 Versiyon],deger mi hic deger mi hic deger mi deger mi deger mi soyle bir ruya omur boyu surer mi surer mi surer mi boyle deger canim deger elbet deger bir tanem ask icin her seye ne hayal ne de gercek engel mi kanatlanmadan ucmaya bir ruya gorur gibi seninle bulutlara uctugumda bir ates yakar beni sevginle tutustugumu sanirdim yagmur olur damla damla operdim operdim dudaklarindan bir nehir gibi caglar akardim akardim damarlarindan ah ahah ah ahah ah,
Sezen Aksu,Delidir,cok fazla bir seyim yok toplasan bir avuc degil al benden kendine veracidan dus mumkunse sil anladim hic bi'sey asktan degerli degil olmaya niyetliyim ateste erir demir delidir delidir kapinda yatmayan delidir kendinden gecmeyi tatmayan delidir delidir bi'cicek bile bakmayan yeridir dovunse eline hic diken batmayan sen benim cilehanem sinavim en zor dersim hos gelir safa gelir senden ne gelirse gelsin hadi ver artik ocaga bu kor cahili kalbim sevmenin sirrini artik ogrensin,
Sezen Aksu,Deli Divane,ne olur korksam ne olur korkmasam duruyor mu damarda akacak kan ne goreyim firlamis yerinden yetisemedim yuregimin arkasindan sende ne var akil fikir ermez dusune dusune vakit kaybedilmez vurulacagi gunu buyucu de bilmez ne gelecekse basima gelsin asktan kacirayim mi seni gece inince ay bulutun ardina gizlenince yikip indireyim mi bu memleketi sen evet deyince deli divane deli divanenim iste divanenim iste,
Sezen Aksu,Deli Kızın Türküsü,yagmur yagar akasyalar islanir ben yagmura deli buluta deli bir buyuk oyun bu yasamak dedigin beni ya sevmeli ya oldurmeli yitirmeli ne varsa baslamali yeniden bu anlamsiz bu yagmur i̇slemez karanlikta garipligine yan yan yurek yan gitti giden gitti giden sana buyuk caddelerin birinde rastlasam elimi uzatsam tutsam gotursem gozlerine baksam gozlerine konusmasak ah anlasan elimi uzatsam tutamasam olanca sevgimi yalnizligimi dusunsem hayir hayir dusunmesem senin hic hic hic haberin olmasa i̇slemez,
Sezen Aksu,Denge,sizin aliniz al inandim morunuz mor inandim tanri'niz buyuk amenna siiriniz adamakilli siir dumani da caba butun agaclarla uyusmusum kalabalik ha olmus ha olmamis sokaklarda yitirmis cebimde bulmusum ama sokaklar soyleymis sokaklar soyleymis agaclar boyleymis ama sizin adiniz ne benim dengemi bozmayiniz askim da degisebilir gerceklerim de piril piril dalgali bi' denize karsi yan gelmisim diz boyu sulara hepinize iyi niyetle gulumsuyorum hicbirinizle dovusemem siz ne derseniz deyiniz benim bi' gizli bildigim var ben tam kendime gore ben tam dunyaya gore,
Sezen Aksu,Deniz Yıldızı,bebeðim hoþgeldin dunyaya sefalar getirdin halan kurban olsun sana bebeðim dortbucuk yýl once aðabeyin geldiðinde yine huzun baþlamýþtý boyle bana sevincin alýna moruna uzanýp yuzumu surdum korpe bir pembenin ak memeden hayatý emen iþtahýna sonra uzuldum duþununce dikensiz bir hayat olmaz ki bebeðim oðlum doðduðunda ben de cocuktum henuz biz beraber buyuduk aslýnda ne kadar neþeli bir kýzdým yýkýlmamýþtý dunya daha baþýma ki cok da yalnýzdým zordan gectik kordan gectik anaoðul ve diðer cocuklarým doðurduklarým doðurmadýklarým yaþadýk hevesle deðer vererek umitsiz de yaþanmaz ki bebeðim iþte hepsi bu kadar deniz yýldýzý'nýn hikayesidir hayat ne kadar kurtarýrsan kar kurtarýrsan kar deniz yýldýzýnýn hikayesidir hayat kac hayat kurtarýrsan kar,
Sezen Aksu,Dert Faslı,terkedildim yine kaldim acikta ben yine deli divane ayiplayanin basina gelir insallah ah cekerim yane yane bir allah bilir bir de ben bilirim gerisi bos gerisi hep hikâye aglarsa anam aglar yabanci yalan aglar derdim el âleme bahane oyna oyna hâlime oyna kor talihime oyna oyna vah ile oyna bahti kareme zevk edindim keyif edindim bende sevda kiyamet yagmalayin yuregim feda olsun siz sag ben selamet,
Sezen Aksu,Dilimin Ucunda Kelimeler,karsimdasin ilk kez yillardan sonra gozlerinden gozlerim kaciyorsa hos gor bu hâlimi sakin darilma yanimdasin ilk kez yillardan sonra ellerinde ellerim titriyorsa dilim anlamsiz sozler soyluyorsa nedenini o an sakin sakin sorma dilimin ucunda kelimeler bir turlu soyleyemiyorum ner'den baslasam bilmiyorum hatirlar misin o eski gunleri anlatirdin bana hep dertlerini bir dosttum yalnizca senin icin degil mi oysa icimde sevginin ozlemi yillarca duygularimi gizledim i̇cimde firtina vardi ben sakladim oysa hep seni sevdim seni yasadim,
