artist,song_title,lyrics,mood,temiz_lyrics
Mavi Sakal,Şaşkın,"1 ContributorŞaşkın Lyrics

Şaşkın, Şaşkın
Koşar peşinden aşkın
Şaşkın, aslında işi başından aşkın

Güvendin, güvendin, aldatıldın
Sokak ortasında bırakıldın
Yine yalnız başınasın işte Şaşkın
Yağmur çamur dinlemedin
Kazığa oturdun, inlemedin
Beni sen hiç dinlemedin be Şaşkın

Şaşkın, Şaşkın
Koşar peşinden aşkın
Şaşkın, aslında işi başından aşkın


Okula gittin, sevmedin
Derslere hiç yüz vermedin
Ne iş tutsan sıkıldın be Şaşkın

Şaşkın, Şaşkın
Koşar peşinden aşkın
Şaşkın, aslında işi başından aşkın


Şaşkın, Şaşkın
Koşar peşinden aşkın
Şaşkın, aslında işi başından aşkın


Şaşkın, Şaşkın
Koşar peşinden aşkın
Şaşkın, aslında işi başından aşkın

İlla davul mu çalacaksın?
İlla gitar mı çalacaksın?
İlla piyano mu çalacaksın?
İlla bekar mı kalacaksın?
Hâlâ saç mı uzatacaksın?
Ne zaman adam olacaksın be Şaşkın?",üzgün,contributorşaşkın şaşkın şaşkın koşar peşinden aşkın şaşkın işi başından aşkın güvendin güvendin aldatıldın sokak ortasında bırakıldın yine yalnız başınasın işte şaşkın yağmur çamur dinlemedin kazığa oturdun inlemedin beni sen dinlemedin be şaşkın şaşkın şaşkın koşar peşinden aşkın şaşkın işi başından aşkın okula gittin sevmedin derslere yüz vermedin iş tutsan sıkıldın be şaşkın şaşkın şaşkın koşar peşinden aşkın şaşkın işi başından aşkın şaşkın şaşkın koşar peşinden aşkın şaşkın işi başından aşkın şaşkın şaşkın koşar peşinden aşkın şaşkın işi başından aşkın i̇lla davul çalacaksın i̇lla gitar çalacaksın i̇lla piyano çalacaksın i̇lla bekar kalacaksın hâlâ saç uzatacaksın zaman adam olacaksın be şaşkın
Seksendört,Son Mektup,"2 ContributorsSon Mektup LyricsBırakmaz yakamı hiçbir aşk, sonunda ne oldu bize bak
Ayrılmak için çok erken, yarım kalacak sevdalar
Ayrılmak için çok erken, ""Can dayanır mı buna?"" derken
Başımı koyduğum kucak nerede? Salıp kurtul beni derde, ah
Bedenden koptum bir pare, elinde taş olacak bak
Yanındayken ben biçare, yaşanmaz olmuş sevdalar
Saatler durmuş gözümde, zaman yara çok derinde
Ellerim buz gibi oldu bak, ateş tenin de nafile, a h
Hasretlik çekilmiyor, bu soğuk gecelerde
Sensiz hiç yaşamadım ki, bu kahpe boş şehirde
Ah bir bilsen sevdiğim, bu sana son mektubum
İster at ister oku, ben yine sana mecburum
Ah bir bilsen sevdiğim, bu sana son mektubum
İster at ister oku",üzgün,son mektup bırakmaz yakamı hiçbir aşk sonunda oldu bize bak ayrılmak erken yarım kalacak sevdalar ayrılmak erken can dayanır buna derken başımı koyduğum kucak salıp kurtul beni derde ah bedenden koptum bir pare elinde taş olacak bak yanındayken ben biçare yaşanmaz olmuş sevdalar saatler durmuş gözümde zaman yara derinde ellerim buz oldu bak ateş tenin nafile a h hasretlik çekilmiyor soğuk gecelerde sensiz yaşamadım kahpe boş şehirde ah bir bilsen sevdiğim sana son mektubum i̇ster at ister oku ben yine sana mecburum ah bir bilsen sevdiğim sana son mektubum i̇ster at ister oku
Edis,An,"11 ContributorsAn Lyrics

Elim kalbinde, bu ne güzel bir hız
Kızıp gülmen bile hep noksansız
Bazen hayranım bu kırılgan gücüne
Bile bile avucundayız

Hayat günden güne zor, inan bana
Acım karışır teninin kavruğuna
O an herkes gibi çırılçıplak
Ama bir bakan gitmez bir daha

Beni sar zaman mekân değersiz
Ben seninsem, geçer kaygım
Özleyen kalsın habersiz
Başkasından yok bir kaybım
Zaman mekan değersiz
Ben seninsem, geçer kaygım
Özleyen kalsın habersiz
Başkasından yok bir kaybım

Hayat günden güne zor inan bana
Acım karışır teninin kavruğuna
O an herkes gibi çırılçıplak
Ama bir bakan gitmez bir daha

Beni sar zaman mekân değersiz
Ben seninsem geçer kaygım
Özleyen kalsın habersiz
Başkasından yok bir kaybım
Zaman mekan değersiz
Ben seninsem, geçer kaygım
Özleyen kalsın habersiz
Başkasından yok bir kaybım

Kim anlar bizi bizden başka
Yanıma sokul lütfen hemen aşkla

Beni sar zaman mekân değersiz
Ben seninsem geçer kaygım
Özleyen kalsın habersiz
Başkasından yok bir kaybım
Zaman mekân değersiz
Ben seninsem, geçer kaygım
Özleyen kalsın habersiz
Başkasından yok bir kaybım",üzgün,an elim kalbinde güzel bir hız kızıp gülmen bile noksansız bazen hayranım kırılgan gücüne bile bile avucundayız hayat günden güne zor inan bana acım karışır teninin kavruğuna an herkes çırılçıplak bir bakan gitmez bir beni sar zaman mekân değersiz ben seninsem geçer kaygım özleyen kalsın habersiz başkasından yok bir kaybım zaman mekan değersiz ben seninsem geçer kaygım özleyen kalsın habersiz başkasından yok bir kaybım hayat günden güne zor inan bana acım karışır teninin kavruğuna an herkes çırılçıplak bir bakan gitmez bir beni sar zaman mekân değersiz ben seninsem geçer kaygım özleyen kalsın habersiz başkasından yok bir kaybım zaman mekan değersiz ben seninsem geçer kaygım özleyen kalsın habersiz başkasından yok bir kaybım anlar bizi bizden başka yanıma sokul lütfen hemen aşkla beni sar zaman mekân değersiz ben seninsem geçer kaygım özleyen kalsın habersiz başkasından yok bir kaybım zaman mekân değersiz ben seninsem geçer kaygım özleyen kalsın habersiz başkasından yok bir kaybım
Ziynet Sali,Kalbim Tatilde,"4 ContributorsKalbim Tatilde (Mustafa Ceceli Versiyon) Lyrics
Belki uyanırız bi sahilde
Dur konuşma uzat ellerini sakince
Anlatayım en basit tabirle
Vurunca aşk sanki kalbim her gün tatilde
Belki uyanırız bi sahilde
Dur konuşma uzat ellerini sakince
Anlatayım en basit tabirle
Vurunca aşk sanki kalbim her gün tatilde

Biliyor musun
Böyle gülmezdim senden önce
Böyle doğmazdı güneş
Bitirecek
Tüm derdi kederimi bir bakışın
Böyle atmazdı yürek

Ah bir de dokunsan yangınlar az gelecek
Anlattım yokluğunu bilmem ki kaç geceye
Hoşgeldin yazıma kışıma kıyamam tek damla gözyaşına
Ölürüm sana bir şey olsa ömrümden ömür gidecek

Belki uyanırız bi sahilde
Dur konuşma uzat ellerini sakince
Anlatayım en basit tabirle
Vurunca aşk sanki kalbim her gün tatilde

Sanki hiç üzülmemiş
Kırılıp söylenmemiş
Sanki hiç sevmemiş gibiyim
Tatlı bir rüzgar gibi
Esersin bahar gelir
Çünkü sen cennetin dibisin

Ah bir de dokunsan yangınlar az gelecek
Anlattım yokluğunu bilmem ki kaç geceye
Hoşgeldin yazıma kışıma kıyamam tek damla gözyaşına
Ölürüm sana bir şey olsa ömrümden ömür gidecek

Belki uyanırız bi sahilde
Vurunca aşk sanki kalbim her gün tatilde",üzgün,kalbim tatilde mustafa ceceli versiyon uyanırız bi sahilde dur konuşma uzat ellerini sakince anlatayım basit tabirle vurunca aşk kalbim gün tatilde uyanırız bi sahilde dur konuşma uzat ellerini sakince anlatayım basit tabirle vurunca aşk kalbim gün tatilde biliyor musun böyle gülmezdim senden önce böyle doğmazdı güneş bitirecek derdi kederimi bir bakışın böyle atmazdı yürek ah bir dokunsan yangınlar gelecek anlattım yokluğunu bilmem kaç geceye hoşgeldin yazıma kışıma kıyamam tek damla gözyaşına ölürüm sana bir olsa ömrümden ömür gidecek uyanırız bi sahilde dur konuşma uzat ellerini sakince anlatayım basit tabirle vurunca aşk kalbim gün tatilde üzülmemiş kırılıp söylenmemiş sevmemiş gibiyim tatlı bir rüzgar esersin bahar gelir sen cennetin dibisin ah bir dokunsan yangınlar gelecek anlattım yokluğunu bilmem kaç geceye hoşgeldin yazıma kışıma kıyamam tek damla gözyaşına ölürüm sana bir olsa ömrümden ömür gidecek uyanırız bi sahilde vurunca aşk kalbim gün tatilde
Tarkan,İkimizin Yerine,"8 Contributorsİkimizin Yerine Lyrics
Sevdim, çok sevdim
Tanıdım aşkın en saf halini
Kokladım gecelerce
Bıraktığın eşyayı, boş evi
Uzanamadı elim telefona
Defalarca gidip geldi

Yenik düştüm kendime, göre göre
Gurur sandığım aslında ümitsizliğimdi
Anladım temelli gittiğini
Haklıydın üstelik, suç benimdi

Sen üzülme gülüm, incinme
Canımın içi, iki gözüm sakın küsme
Bana hediye bırak bütün kederleri
Ben ağlarım ikimizin yerine
Sen üzülme gülüm, incinme
Canımın içi, iki gözüm sakın küsme
Bana hediye bırak bütün kederleri
Ben ağlarım ikimizin yerine

Bilirsin aslında adaletsizliğini
İstemezsin hani sen de bittiğini
Ama kendinden yanadır ya hep yürek
Feda edip aşkı, korur ya kendini

Yenik düştüm kendime, göre göre
Gurur sandığım aslında ümitsizliğimdi
Anladım temelli gittiğini
Haklıydın üstelik, suç benimdi

Sen üzülme gülüm, incinme
Canımın içi, iki gözüm sakın küsme
Bana hediye bırak bütün kederleri
Ben ağlarım ikimizin yerine
Sen üzülme gülüm, incinme
Canımın içi, iki gözüm sakın küsme
Bana hediye bırak bütün kederleri
Ben ağlarım ikimizin yerine
Sen üzülme gülüm, incinme
Canımın içi, iki gözüm sakın küsme
Bana hediye bırak bütün kederleri
Ben ağlarım ikimizin yerine
Sen üzülme gülüm, incinme
Canımın içi, iki-",uzgun,i̇kimizin yerine sevdim sevdim tanıdım aşkın saf halini kokladım gecelerce bıraktığın eşyayı boş evi uzanamadı elim telefona defalarca gidip geldi yenik düştüm kendime göre göre gurur sandığım ümitsizliğimdi anladım temelli gittiğini haklıydın üstelik suç benimdi sen üzülme gülüm incinme canımın içi iki gözüm sakın küsme bana hediye bırak bütün kederleri ben ağlarım ikimizin yerine sen üzülme gülüm incinme canımın içi iki gözüm sakın küsme bana hediye bırak bütün kederleri ben ağlarım ikimizin yerine bilirsin adaletsizliğini i̇stemezsin hani sen bittiğini kendinden yanadır yürek feda edip aşkı korur kendini yenik düştüm kendime göre göre gurur sandığım ümitsizliğimdi anladım temelli gittiğini haklıydın üstelik suç benimdi sen üzülme gülüm incinme canımın içi iki gözüm sakın küsme bana hediye bırak bütün kederleri ben ağlarım ikimizin yerine sen üzülme gülüm incinme canımın içi iki gözüm sakın küsme bana hediye bırak bütün kederleri ben ağlarım ikimizin yerine sen üzülme gülüm incinme canımın içi iki gözüm sakın küsme bana hediye bırak bütün kederleri ben ağlarım ikimizin yerine sen üzülme gülüm incinme canımın içi iki
Emre Aydın,Belki Bir Gün Özlersin,"6 ContributorsBelki Bir Gün Özlersin Lyrics

Belki bir gün özlersin
Başka adamlarla, başka şehirlerde yürürken
Okuduğun ilk roman, sevdiğin ilk adam
Yasal acılarından, hatta yalnızlıktan
Belki dolar gözlerin, başka adamlara
Başka şehirlerde, belli etmezsin

Sil gözünün yalnızlıklarını
O an fısılda duvarlara adımı
Bin bıçak var sırtımda
Biniyle de adaşsın
Her biri hayran sana
Sil gözünün yalnızlıklarını
O an fısılda duvarlara adımı
Bin bıçak var sırtımda
Biniyle de adaşsın
Her biri hayran sana

Belki bir gün özlersin
Başka adamlarla, başka şehirlerde yürürken
Seçtiğin bu hayat, geçtiğin son adam
Yasal acılarından, hatta yalnızlıktan
Sessiz harfler seçersin, başka adamlara
Başka şehirlerde, belli etmezsin

Sil gözünün yalnızlıklarını
O an fısılda duvarlara adımı
Bin bıçak var sırtımda
Biniyle de adaşsın
Her biri hayran sana
Sil gözünün yalnızlıklarını
O an fısılda duvarlara adımı
Bin bıçak var sırtımda
Biniyle de adaşsın
Her biri hayran sana",uzgun,bir gün özlersin bir gün özlersin başka adamlarla başka şehirlerde yürürken okuduğun ilk roman sevdiğin ilk adam yasal acılarından hatta yalnızlıktan dolar gözlerin başka adamlara başka şehirlerde belli etmezsin sil gözünün yalnızlıklarını an fısılda duvarlara adımı bin bıçak var sırtımda biniyle adaşsın hayran sana sil gözünün yalnızlıklarını an fısılda duvarlara adımı bin bıçak var sırtımda biniyle adaşsın hayran sana bir gün özlersin başka adamlarla başka şehirlerde yürürken seçtiğin hayat geçtiğin son adam yasal acılarından hatta yalnızlıktan sessiz harfler seçersin başka adamlara başka şehirlerde belli etmezsin sil gözünün yalnızlıklarını an fısılda duvarlara adımı bin bıçak var sırtımda biniyle adaşsın hayran sana sil gözünün yalnızlıklarını an fısılda duvarlara adımı bin bıçak var sırtımda biniyle adaşsın hayran sana
Zuhal Olcay,Pervane,"1 ContributorPervane LyricsBen bal arısı gibiydim senden önce
Bak pervanelere döndüm seni görünce
Yana yana kül olsam her an, yine de senden ayrılamam
Yoluna adadım ömrümü ben sensiz olamam
Yana yana kül olsam her an, yine de senden ayrılamam
Bin yıl yaşasam yine sana doyamam
Sana gönlümü verdim ey nazlı güzel
Seni almazsam gözlerim açık gider
Bana ellerini ver hayat seni sevince güzel
Yoluna adadım ömrümü ben gel kaçma güzel
Bana ellerini ver hayat seni sevince güzel
Sana gönlümü verdim nazlı güzel
Sana gönlümü verdim ey nazlı güzel
Seni almazsam gözlerim açık gider
Bana ellerini ver hayat seni sevince güzel
Yoluna adadım ömrümü ben gel kaçma güzel
Bana ellerini ver hayat seni sevince güzel
Sana gönlümü verdim nazlı güzel",uzgun,contributorpervane ben bal arısı gibiydim senden önce bak pervanelere döndüm seni görünce yana yana kül olsam an yine senden ayrılamam yoluna adadım ömrümü ben sensiz olamam yana yana kül olsam an yine senden ayrılamam bin yıl yaşasam yine sana doyamam sana gönlümü verdim ey nazlı güzel seni almazsam gözlerim açık gider bana ellerini ver hayat seni sevince güzel yoluna adadım ömrümü ben gel kaçma güzel bana ellerini ver hayat seni sevince güzel sana gönlümü verdim nazlı güzel sana gönlümü verdim ey nazlı güzel seni almazsam gözlerim açık gider bana ellerini ver hayat seni sevince güzel yoluna adadım ömrümü ben gel kaçma güzel bana ellerini ver hayat seni sevince güzel sana gönlümü verdim nazlı güzel
Mabel Matiz,Alaimisema,"6 ContributorsAlaimisema Lyrics
Maskesini düşürme sakın
O kuralın neşesi, hiç geçmez keşkesi
Kaldı bize
Bizden gacıların acısıyla, baronları hoş etmesi

Sonra, sonlardan en sonra
Hem narin, hem zorba
Aşklardan itildik
Kanlı terli yorganlarda
Al sebzeler hormonda
Çiğnenmeden yutulduk

Mais la pluie sera alâimisema!
Sen bari dön
Bari kır normali koynunda!
Et la pluie sera alâimisema!
Sen bari dön
Bari kır normali koynunda!

Maskesini düşürme sakın
O kuralın neşesi, hiç geçmez keşkesi
Kaldı bize
Bizden gacıların acısıyla, baronları hoş etmesi

Sonra, sonlardan en sonra
Hem narin, hem zorba
Aşklardan itildik
Kanlı terli yorganlarda
Al sebzeler hormonda
Çiğnenmeden yutulduk

Mais la pluie sera alâimisema!
Sen bari dön
Bari kır normali koynunda!
Et la pluie sera alâimisema!
Sen bari dön
Bari kır normali koynunda!
Mais la pluie sera alâimisema!
Sen bari dön
Bari kır normali koynunda!
Et la pluie sera alâimisema!
Sen bari dön
Bari kır normali koynunda!",uzgun,alaimisema maskesini düşürme sakın kuralın neşesi geçmez keşkesi kaldı bize bizden gacıların acısıyla baronları hoş etmesi sonra sonlardan sonra narin zorba aşklardan itildik kanlı terli yorganlarda al sebzeler hormonda çiğnenmeden yutulduk mais la pluie sera alâimisema sen bari dön bari kır normali koynunda et la pluie sera alâimisema sen bari dön bari kır normali koynunda maskesini düşürme sakın kuralın neşesi geçmez keşkesi kaldı bize bizden gacıların acısıyla baronları hoş etmesi sonra sonlardan sonra narin zorba aşklardan itildik kanlı terli yorganlarda al sebzeler hormonda çiğnenmeden yutulduk mais la pluie sera alâimisema sen bari dön bari kır normali koynunda et la pluie sera alâimisema sen bari dön bari kır normali koynunda mais la pluie sera alâimisema sen bari dön bari kır normali koynunda et la pluie sera alâimisema sen bari dön bari kır normali koynunda
Bülent Ortaçgil,Benimle Oynar Mısın,"2 ContributorsBenimle Oynar mısın? LyricsSu olsam, ateş olsam
Göklerdeki güneş olsam
Konuşmasam, taş olsam
Yine de oynar mısın benimle?
Susulsam, kusur olsam
Ağızdaki küfür olsam
Doğuştan esir olsam
Yine de oynar mısın benimle?
Sayılmasam, kaç olsam
Topraktaki güç olsam
Aptal gibi suç olsam
Yine de oynar mısın benimle?
Benimle oynar mısın?..",uzgun,benimle oynar mısın su olsam ateş olsam göklerdeki güneş olsam konuşmasam taş olsam yine oynar mısın benimle susulsam kusur olsam ağızdaki küfür olsam doğuştan esir olsam yine oynar mısın benimle sayılmasam kaç olsam topraktaki güç olsam aptal suç olsam yine oynar mısın benimle benimle oynar mısın
Sezen Aksu,Gülümse,"8 ContributorsTranslationsEnglishGülümse Lyrics

Gülümse, hadi gülümse bulutlar gitsin
Yoksa ben nasıl yenilenirim?
Hadi gülümse
Belki şehre bir film gelir
Bir güzel orman olur yazılarda
İklim değişir, Akdeniz olur
Gülümse
Belki şehre bir film gelir
Bir güzel orman olur yazılarda
İklim değişir, Akdeniz olur
Gülümse

Tut ki karnım acıktı, anneme küstüm
Tüm şehir bana küskün
Bir kedim bile yok, anlıyor musun?
Hadi gülümse

Belki şehre bir film gelir
Bir güzel orman olur yazılarda
İklim değişir, Akdeniz olur
Gülümse


Gülümse, hadi gülümse bulutlar gitsin
Yoksa ben nasıl yenilenirim?
Hadi gülümse
Belki şehre bir film gelir
Sazlarım vardı, ırmaklarım vardı
Çakıl taşlarım vardı benim
Ama sen başkasın, anlıyor musun?
Başkasın
Sazlarım vardı, ırmaklarım vardı
Çakıl taşlarım vardı benim
Ama sen başkasın, anlıyor musun?
Başkasın

Tut ki karnım acıktı, anneme küstüm
Tüm şehir bana küskün
Bir kedim bile yok, anlıyor musun?
Hadi gülümse
Tut ki karnım acıktı, anneme küstüm
Tüm şehir bana küskün
Bir kedim bile yok, anlıyor musun?
Hadi gülümse

Belki şehre bir film gelir
Bir güzel orman olur yazılarda
İklim değişir, Akdeniz olur
Gülümse

A-a-ah, a-a-ah, a-ah",uzgun,translationsenglishgülümse gülümse hadi gülümse bulutlar gitsin yoksa ben yenilenirim hadi gülümse şehre bir film gelir bir güzel orman olur yazılarda i̇klim değişir akdeniz olur gülümse şehre bir film gelir bir güzel orman olur yazılarda i̇klim değişir akdeniz olur gülümse tut karnım acıktı anneme küstüm şehir bana küskün bir kedim bile yok anlıyor musun hadi gülümse şehre bir film gelir bir güzel orman olur yazılarda i̇klim değişir akdeniz olur gülümse gülümse hadi gülümse bulutlar gitsin yoksa ben yenilenirim hadi gülümse şehre bir film gelir sazlarım vardı ırmaklarım vardı çakıl taşlarım vardı benim sen başkasın anlıyor musun başkasın sazlarım vardı ırmaklarım vardı çakıl taşlarım vardı benim sen başkasın anlıyor musun başkasın tut karnım acıktı anneme küstüm şehir bana küskün bir kedim bile yok anlıyor musun hadi gülümse tut karnım acıktı anneme küstüm şehir bana küskün bir kedim bile yok anlıyor musun hadi gülümse şehre bir film gelir bir güzel orman olur yazılarda i̇klim değişir akdeniz olur gülümse aaah aaah aah
Sertab Erener,Olsun,"22 ContributorsTranslationsEnglishOlsun Lyrics

Artık ne masumuz, ne yalandan yoksun
Bırak olsun
Resimleri sen al, mevsimler zaten benim
Hadi olsun
Bölüşülsün bu şiirler, arkadaşlar şehirler
Olan olsun
Artık ne özgürüz, ne de özgür ömrümüz
Hadi olsun

Ben giderim, İstanbul senin olsun
Ben giderim, İstanbul senin olsun

Alırım başımı, başım bir deli nehir
Silerim yaşımı, siler ismimi şehir
Kestirir saçımı, kendimi avuturum
Bir gülü kurutur kurursa unuturum
Bir mektup yazarım yokluğundan da ağır
Bir kedi alırım, sen de anneni çağır
Ellerin aklımda, sevdan kalbimde kalır
Hep hüsran hep kahır, söyle artık olsun

Artık ne masumuz, ne yalandan yoksun
Bırak olsun
Resimleri sen al, mevsimler zaten benim
Hadi olsun

Ben giderim, İstanbul senin olsun
Ben giderim, İstanbul senin olsun

Alırım başımı, başım bir deli nehir
Silerim yaşımı, siler ismimi şehir
Kestirir saçımı, kendimi avuturum
Bir gülü kurutur kurursa unuturum
Bir mektup yazarım yokluğundan da ağır
Bir kedi alırım, sen de anneni çağır
Ellerin aklımda, sevdan kalbimde kalır
Hep hüsran hep kahır, söyle artık olsun
Alırım başımı, başım bir deli nehir
Silerim yaşımı, siler ismimi şehir
Kestirir saçımı, kendimi avuturum
Bir gülü kurutur kurursa unuturum
Bir mektup yazarım yokluğundan da ağır
Bir kedi alırım, sen de anneni çağır
Ellerin aklımda, sevdan kalbimde kalır
Hep hüsran hep kahır, söyle artık olsun",uzgun,translationsenglisholsun artık masumuz yalandan yoksun bırak olsun resimleri sen al mevsimler zaten benim hadi olsun bölüşülsün şiirler arkadaşlar şehirler olan olsun artık özgürüz özgür ömrümüz hadi olsun ben giderim i̇stanbul senin olsun ben giderim i̇stanbul senin olsun alırım başımı başım bir deli nehir silerim yaşımı siler ismimi şehir kestirir saçımı kendimi avuturum bir gülü kurutur kurursa unuturum bir mektup yazarım yokluğundan ağır bir kedi alırım sen anneni çağır ellerin aklımda sevdan kalbimde kalır hüsran kahır söyle artık olsun artık masumuz yalandan yoksun bırak olsun resimleri sen al mevsimler zaten benim hadi olsun ben giderim i̇stanbul senin olsun ben giderim i̇stanbul senin olsun alırım başımı başım bir deli nehir silerim yaşımı siler ismimi şehir kestirir saçımı kendimi avuturum bir gülü kurutur kurursa unuturum bir mektup yazarım yokluğundan ağır bir kedi alırım sen anneni çağır ellerin aklımda sevdan kalbimde kalır hüsran kahır söyle artık olsun alırım başımı başım bir deli nehir silerim yaşımı siler ismimi şehir kestirir saçımı kendimi avuturum bir gülü kurutur kurursa unuturum bir mektup yazarım yokluğundan ağır bir kedi alırım sen anneni çağır ellerin aklımda sevdan kalbimde kalır hüsran kahır söyle artık olsun
