title,artist,lyrics,mood
Keklik Gibi,Volkan Konak,Murat Alıp Doya Doya Gezmedim Bu Kara Yazıyı Kendim Yazmadım Alnıma Yazılmış Bu Kara Yazı Kader Böyleyimiş Ağlarım Bazı Gönül Ey Sebebim Ey Şu Gonca Gülleri Ben Dermedim Çifte Bülbülleri Konduramadım Kadir Kıymetimi Bildiremedim Alnıma Yazılmış Bu Kara Yazı Kader Böyleyimiş Ağlarım Bazı Gönül Ey Sebebim Ey Geceleri Uyku Girmez Gözüme Zalım Yastık Diken Oldu Gözüme Uyma Dedim Uydun Eller Sözüne Alnıma Yazılmış Bu Kara Yazı Kader Böyle İmiş Ağlarım Bazı Gönül Ey Sebebim Ey,üzgün
Vay,Sezen Aksu,"Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah""Her ayrılık zor"", bin yıldır söyler dururum Öğrenmiyor kalp görüldüğü üz're durumum İnsan biraz olsun akıllanmaz mı, büyümez mi er geç? Yanardağ gibi için için, sönmez mi bu sinsi ateş? Vay yine mi keder? Ama artık yeter Yine kapıda kara geceler Vay çileli başım ortasında kışın, iyice beter Vay yine mi keder? Ama artık yeter Yine kapıda kara geceler Vay çileli başım ortasında kışın, iyice beter Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah  Bu zor günler de elbet geçer bir gün Herkes farkında, herkes nasıl üzgün İnsan biraz olsun akıllanmaz mı, büyümez mi er geç? Yanardağ gibi için için, sönmez mi bu sinsi ateş? Vay yine mi keder? Ama artık yeter Yine kapıda kara geceler Vay çileli başım ortasında kışın, iyice beter Vay yine mi keder? Ama artık yeter Yine kapıda kara geceler Vay çileli başım ortasında kışın, iyice beter Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah (A-ah)Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah (A-ah)Ah-ah-ah Ah-ah-ah Ah-ah-ah Ah-ah-ah (A-ah)",üzgün
Haydi Gel Benimle Ol,Sezen Aksu,"Bende zincirlere sığmayan o deli sevdalardan Kızgın çöllerde rastlanmayan büyülü rüyalardan Kolay kolay taşınmayan dolu dizgin duygulardan Yalanlardan dolanlardan daha güçlü bir yürek var Haydi gel benimle ol, oturup yıldızlardan bakalım dünyadaki neslimize Or'daki sevgililer özenip birer birer gün olur erişirler ikimize Haydi gel benimle ol, oturup yıldızlardan bakalım dünyadaki neslimize Or'daki sevgililer özenip birer birer gün olur erişirler ikimize Uzanıp yüreğimin ateşiyle yeniden yıldızları tek tek yakacağım Sarılıp güneşlere sevgimize göklerden mavi mavi taçlar takacağım Ne olursun Haydi gel benimle ol, oturup yıldızlardan bakalım dünyadaki neslimize Or'daki sevgililer özenip birer birer gün olur erişirler ikimize Bende zincirlere sığmayan o deli sevdalardan Kızgın çöllerde rastlanmayan büyülü rüyalardan Kolay kolay taşınmayan dolu dizgin duygulardan Yalanlardan dolanlardan daha güçlü bir yürek var  Haydi gel benimle ol, oturup yıldızlardan bakalım dünyadaki neslimize Or'daki sevgililer özenip birer birer gün olur erişirler ikimize Haydi gel benimle ol, oturup yıldızlardan bakalım dünyadaki neslimize Or'daki sevgililer özenip birer birer gün olur erişirler ikimize Uzanıp yüreğimin ateşiyle yeniden yıldızları tek tek yakacağım Sarılıp güneşlere sevgimize göklerden mavi mavi taçlar takacağım Ne olursun Haydi gel benimle ol, oturup yıldızlardan bakalım dünyadaki neslimize Or'daki sevgililer özenip birer birer gün olur erişirler ikimize Haydi gel benimle ol, oturup yıldızlardan bakalım dünyadaki neslimize Or'daki sevgililer özenip birer birer gün olur erişirler ikimize Haydi gel benimle ol, oturup yıldızlardan bakalım dünyadaki neslimize Or'daki sevgililer özenip birer birer gün olur erişirler ikimize",üzgün
Nilüfer,Müslüm Gürses,"Zamanın eli değdi bize Çoktan değişti her şey Aynı değiliz ikimiz de Zaaflarına bir gece Hatalarına bir nilüfer Sevgisizliğine bir kalp verdim Artık geri ver Geri veremezsin aldıklarını Artık geri ver Geri verilmez hiçbir yanılgı Yokluğuma emanet et Sende benden kalanları Her şeyi al Bana beni geri ver Bir şansım olsun Başka yer, başka zaman Sensiz ömrüm olsun Her şeyi al bir şansım olsun Başka yer, başka zaman Sensiz ömrüm olsun(Her şeyi al)  Zamanın eli değdi bize Çoktan değişti her şey Aynı değiliz ikimiz de Zaaflarına bir gece Hatalarına bir nilüfer Sevgisizliğine bir kalp verdim Artık geri ver Geri veremezsin aldıklarını Artık geri ver Geri verilmez hiçbir yanılgı Yokluğuma emanet et Sende benden kalanları Her şeyi al Bana beni geri ver Bir şansım olsun Başka yer, başka zaman Sensiz ömrüm olsun Her şeyi al bir şansım olsun Başka yer, başka zaman Sensiz ömrüm olsun Sensiz ömrüm olsun3",üzgün
Ben Yoruldum Hayat,Mümin Sarıkaya,"Ben yoruldum hayat, gelme üstüme Diz çöktüm dünyanın namert yüzüne Gözümden, gönlümden düşen düşene Bu öksüz başıma gözdağı verme Gözümden, gönlümden düşen düşene Bu öksüz başıma gözdağı verme Ben yanıldım hayat, vurma yüzüme Yol verdim sevdanın en delisine O yüzden ömrümden giden gidene Şu yalnız başımı eğdirme, benim O yüzden ömrümden giden gidene Şu yalnız başımı eğdirme, benim Ben pişmanım hayat, sorguya çekme Dilersen infaz et, kâr etmez dilime Sözlerim ağırdır, dokunur kalbe Şu suskun ağzımı açtırma benim Sözlerim ağırdır, dokunur kalbe Şu suskun ağzımı açtırma benim",üzgün
Elfida,Haluk Levent,Yüzün geçmişten kalan Aşka tarif yazdıran Bir alaturka hüzün Yüzün kıyıma vuran Anne karnı huzuru Çocukluğumun sesi Senden bana Şimdi zamanı sızdıran Şımartılmamış aşkın Sessizliğe yakın Kim bilir kaç yüzyıldır Sarılmamış kolların Sisliydi kirpiklerin Ve gözlerin yağmurlu Yorulmuşsun Hakkını almış yılların Elfida! Bir belalı başımsın Elfida! Beni fark etme sakın Omzumda iz bırakma Yüküm dünyaya yakın Elfida! Hep aklımda kalacaksın Elfida! Sen eski bir şarkısın Elfida! Beni fark etme sakın Omzumda iz bırakma Yüküm dünyaya yakın Elfida! Hep aklımda kalacaksın  Şımartılmamış aşkın Sessizliğe yakın Kim bilir kaç yüzyıldır Sarılmamış kolların Sisliydi kirpiklerin Ve gözlerin yağmurlu Yorulmuşsun Hakkını almış yılların Elfida! Bir belalı başımsın Elfida! Beni fark etme sakın Omzumda iz bırakma Yüküm dünyaya yakın Elfida! Hep aklımda kalacaksın Elfida! Sen eski bir şarkısın Elfida! Beni fark etme sakın Omzumda iz bırakma Yüküm dünyaya yakın Elfida! Hep aklımda kalacaksın1,üzgün
Çemberimde Gül Oya,Haluk Levent,"Çemberimde gül oya Gülmedim doya doya Çemberimde gül oya Gülmedim doya doya Dertleri karıyorum Günleri saya saya Al beni kıyamam seni Dertleri karıyorum Günleri saya saya Al beni kıyamam seni Bizler için deniz ana gibidir, yar gibidir Yani deniz, bizim ayrılmaz bir parçamızdır Pembe gül idim, soldum Ak güle İbret oldum Pembe gül idim, soldum Ak güle İbret oldum  Karşı karşı dururken Yüzüne hasret oldum Al beni, kıyamam seni Karşı karşı dururken Yüzüne hasret oldum Al beni, kıyamam seni Karşı karşı dururken Yüzüne hasret oldum Al beni, kıyamam seni Karşı karşı dururken Yüzüne hasret oldum Al beni, kıyamam seni",üzgün
Yollarda Bulurum Seni,Haluk Levent,Olmasan da yanımda Olmasan da birlikte Hiç istemezsen bile Yaşarım ben seni Olmasan da yanımda Olmasan da birlikte Hiç istemezsen bile Yaşarım ben seni Yollarda bulurum seni Takvimlerden çalarım seni Dans ederim hayalinle Yine de yaşarım seni Yollarda bulurum seni Takvimlerden çalarım seni Dans ederim hayalinle Yine de yaşarım seni Yalnız kalırım sanma Mutsuz olurum sanma Yaşarım doya doya Yaşarım ben seni  Yalnız kalırım sanma Mutsuz olurum sanma Yaşarım doya doya Yaşarım ben seni Yollarda bulurum seni Takvimlerden çalarım seni Dans ederim hayalinle Yine de yaşarım seni Yollarda bulurum seni Takvimlerden çalarım seni Dans ederim hayalinle Yine de yaşarım seni(Yosun denizde saklıdır)(Deniz mavide)(mavi gözlerinde)(seni unutmak mümkün mü?)(yağmur bulutta saklıdır)(bulut beyazda)(beyaz gelinde)(seni unutmak mümkün mü?)(buğday başakta saklıdır)(başak sarıda)(sarı saçlarında)(seni unutmak mümkün mü?)Yollarda bulurum seni Takvimlerden çalarım seni Dans ederim hayalinle Yine de yaşarım seni Yollarda bulurum seni Takvimlerden çalarım seni Dans ederim hayalinle Yine de yaşarım seni Yollarda bulurum seni Takvimlerden çalarım seni Dans ederim hayalinle Yine de yaşarım seni,üzgün
Seni Yazdım,Müslüm Gürses,"Solmadan gel artık, aşkımın gülü Olsa da konuşsa kalbimin dili Küçücük dünyamda bir bilsen seni Görünmez yazıyla yazdım kalbime Solmadan gel artık, aşkımın gülü Olsa da konuşsa kalbimin dili Küçücük dünyamda bir bilsen seni Görünmez yazıyla yazdım kalbime Böyle bir aşk görülmemiş dünyada Ne geçmişte ne de bundan sonra da Arasalar bulamazlar rüyada Göremezler, seni yazdım kalbime Nasıl sevgiymiş görün de bakın Sevgilim, seninle buluşmam yakın Unuttum desem de inanma sakın Anılarla yazdım seni kalbime Nasıl sevgiymiş görün de bakın Sevgilim, seninle buluşmam yakın Unuttum desem de inanma sakın Anılarla seni yazdım kalbime  Böyle bir aşk görülmemiş dünyada Ne geçmişte ne de bundan sonra da Arasalar bulamazlar rüyada Göremezler, seni yazdım kalbime1",üzgün
Giderim,Ahmet Kaya,"Artık seninle duramam Bu akşam çıkar giderim Hesabım kalsın mahşere Elimi yıkar giderim Sen zahmet etme yerinden Gürültü yapmam derinden Parmaklarım üzerinden Su gibi akar giderim Artık sürersin bir sefa Ne cismim kaldı, ne cefa Şikayet etmem bu defa Dişimi sıkar giderim(x2)Bozar mı sandın acılar? Belaya atlar giderim! Kursun gibi, mavzer gibi Dağ gibi patlar giderim! Kaybetsem bile her şeyi Bu aşkı yırtar giderim Sinsice olmaz gidişim Kapıyı çarpar giderim  Sana yazdığım şarkıyı Sazımdan söker giderim Ben ağlayamam, bilirsin Yüzümü döker giderim Köpeklerimden, kuşumdan Yavrumdan cayar giderim Senden aldığım ne varsa Yerine koyar giderim(x3)Ezdirmem sana kendimi Gövdemi yakar giderim Beddua etmem, üzülme Kafama sıkar giderim",üzgün
Yakamoz,Ahmet Kaya,"Yağmur yağar ıslanırsın, vay aman Güneş doğar kaybolursun, vay aman""Ay ışığı."" der durursun, vay aman Yakamozsun sen Sessiz sessiz ağlar gibisin, vay aman Zaman geldi, gideceksin, vay aman Bırak ay gitsin, sen kal bu gece, vay aman Umudumsun sen(x2)Yağmur yağar ıslanırsın, vay aman Güneş doğar kaybolursun, vay aman""Ay ışığı."" der durursun, vay aman Yakamozsun sen(x3)Sessiz sessiz ağlar gibisin, vay aman Zaman geldi, gidecek misin, vay aman? Bırak ay gitsin, sen kal bu gece, vay aman Umudumsun sen",üzgün
Doruklara Sevdalandım,Ahmet Kaya,"Filiz filiz harelendim dağlara uymak için Kan gölünde kurulandım hayatı duymak için Kavgalara kuyulandım sabaha varmak için Kavgalara kuyulandım sabaha varmak için Kekik kokusu duydum Kekik kokusu koynunda huysuz gecenin Uyandım birdenbire Haydi dedim, yüreğim, gidelim bu şehirden Bu şehir koparmak istiyor beni özlemlerimden Yorgunum;Çünkü yorgunluğumun yaşamak gibi bir anlamı var Yine de yaşamaktan duyduğum mutluluğun tadına Düşmanlarım ulaşamazlar Katarlar gelir geçer bir geceden bir geceye Yüreğim yare yare iz bırakır bin acıya Gün olur şafaklanır karanlıklar bin parçaya Gün olur şafaklanır karanlıklar bin parçaya Denizlerde dalgalandım taşları oymak için Doruklara sevdalandım ışığa doymak için Irmaklarda durulandım dağları duymak için Irmaklarda durulandım dağları duymak için  Bir kuş çiz yavrum yüzüme gözyaşınla Bir kuş tel tel kirpiklerim kanat olsun Bir kuş çırpınan kalbi dudağımda Bir kuş yavrum, sıcaklığın beni bulsun Bahar gelmiş balam benim Bahar gelmiş dayanmış Dalda yaprak bebeciğim Suda köpük uyanmış Kuzulara özenmiş kızım benim Körpe sesler dinlenmiş Ay ışığında yanmış yavrucuğum Onun için beyazmış Şarkılar gelir geçer bir heceden bir heceye Yüreğim yare yare yankılanır bin acıya Gün olur ufalanır karanlıklar bin parçaya Gün olur ufalanır karanlıklar bin parçaya",üzgün
Dağlarda Kar Olsaydım,Ahmet Kaya,"Şu dağlarda kar olsaydım, olsaydım Bir asi rüzgâr olsaydım, olsaydım Arar bulur muydun beni, beni Sahipsiz mezar olsaydım, olsaydım? Arar bulur muydun beni, beni Sahipsiz mezar olsaydım, olsaydım? Arar bulur muydun beni, beni Sahipsiz mezar olsaydım, olsaydım? Sahipsiz mezar olsaydım, olsaydım? Sahipsiz mezar olsaydım, olsaydım? Şu yangında har olsaydım, olsaydım Ağlayıp bizar olsaydım, olsaydım Belki yaslanırdın bana, bana Mahpusta duvar olsaydım, olsaydım Belki yaslanırdın bana, bana Mahpusta duvar olsaydım, olsaydım Belki yaslanırdın bana, bana Mahpusta duvar olsaydım, olsaydım Belki yaslanırdın bana, bana Mahpusta duvar olsaydım, olsaydım  Şu bozkırda han olsaydım, olsaydım Yıkık, perişan olsaydım, olsaydım Yine sever miydin beni, beni Simsiyah duman olsaydım, olsaydım? Yine sever miydin beni, beni Simsiyah duman olsaydım, olsaydım? Yine sever miydin beni, beni Simsiyah duman olsaydım, olsaydım? Simsiyah duman olsaydım, olsaydım? Simsiyah duman olsaydım, olsaydım? Şu yarada kan olsaydım, olsaydım Dökülüp ziyan olsaydım, olsaydım Bu Dünya'da yerim yokmuş, yokmuş Keşke bir yalan olsaydım, olsaydım Bu Dünya'da yerim yokmuş, yokmuş Keşke bir yalan olsaydım, olsaydım Bu Dünya'da yerim yokmuş, yokmuş Keşke bir yalan olsaydım, olsaydım Keşke bir yalan olsaydım, olsaydım Keşke bir yalan olsaydım, olsaydım",üzgün
Sarı Çizmeli Mehmet Ağa,Barış Manço,"Yaz dostum: Güzel sevmeyene ""adam"" denir mi? Yaz dostum: Selam almayana ""yiğit"" denir mi? Yaz dostum: Altı üstü beş metrelik bez için Yaz dostum: Boşa geçmiş ömre ""yaşam"" denir mi? Yaz tahtaya bir daha, tut defteri kitabı Sarı çizmeli Mehmet ağa bir gün öder hesabı Yaz tahtaya bir daha, tut defteri kitabı Sarı çizmeli Mehmet ağa bir gün öder hesabı Yaz dostum: Yoksul görsen besle kaymak bal ile! Yaz dostum: Garipleri giydir ipek şal ile! Yaz dostum: Öksüz görsen sar kanadın kolunu! Yaz dostum: Kimse göçmez bu dünyadan mal ile! Yaz tahtaya bir daha, tut defteri kitabı Sarı çizmeli Mehmet ağa bir gün öder hesabı Yaz tahtaya bir daha, tut defteri kitabı Sarı çizmeli Mehmet ağa bir gün öder hesabı Yaz dostum: Barış söyler, kendi bir ders alır mı? Yaz dostum: Su üstüne yazı yazsan kalır mı? Yaz dostum: Bir dünya ki haklı haksız karışmış Yaz dostum: Boşa koysan dolmaz, dolusu alır mı?  Yaz tahtaya bir daha, tut defteri kitabı Sarı çizmeli Mehmet ağa bir gün öder hesabı Yaz tahtaya bir daha, tut defteri kitabı Sarı çizmeli Mehmet ağa bir gün öder hesabı Yaz tahtaya bir daha, tut defteri kitabı Sarı çizmeli Mehmet ağa bir gün öder hesabı Yaz tahtaya bir daha, tut defteri kitabı Sarı çizmeli Mehmet ağa bir gün öder hesabı",üzgün
Aldırma Gönül,Edip Akbayram,"Başın öne eğilmesin Aldırma, gönül aldırma Başın öne eğilmesin Aldırma, gönül aldırma Ağladığın duyulmasın Aldırma, gönül aldırma Aldırma, gönül aldırma Gönül aldırma Ağladığın duyulmasın Aldırma, gönül aldırma Aldırma, gönül aldırma Gönül aldırma Dışarıda deli dalgalar Gelip duvarları yalar Dışarıda deli dalgalar Gelip duvarları yalar Seni bu sesler oyalar Aldırma, gönül aldırma Aldırma, gönül aldırma Gönül aldırma  Seni bu sesler oyalar Aldırma, gönül aldırma Aldırma, gönül aldırma Gönül aldırma Kurşun ata ata biter Yollar gide gide biter Kurşun ata ata biter Yollar gide gide biter Mapus yata yata biter Aldırma, gönül aldırma Aldırma, gönül aldırma Gönül aldırma Mapus yata yata biter Aldırma, gönül aldırma Aldırma, gönül aldırma Gönül aldırma Dertlerin kalkınca şaha Bir sitem yolla Allah'a Dertlerin kalkınca şaha Bir sitem yolla Allah'a Görecek günler var daha Aldırma, gönül aldırma Aldırma, gönül aldırma Gönül aldırma Görecek günler var daha Aldırma, gönül aldırma Aldırma, gönül aldırma Gönül aldırma1",üzgün
Sensiz Yaşayabilmerem,Ahmet Kaya,Eziyet eder mi seven sevene Yandırdın kalbimi aman Ay kaşları keman Bu derdime inan yar Sensiz yaşayabilmerem Ey sevgili canan Bu derdime inan Seni görmeyende fenadır halim İntizarda koyma gadan ben alım Yandırdın kalbimi aman Ay kaşları keman Bu derdime inan yar Sensiz yaşayabilmerem Ey sevgili canan Bu derdime inan,üzgün
Hasretinle Yandı Gönlüm,Edip Akbayram,Hasretinle yandı gönlüm Yandı yandı söndü gönlüm Evvel yükseklerden uçtu Düze indi şimdi gönlüm Gözlerimde kanlı yaşlar Hasretin bağrımda kışlar Başa geldi olmaz işler Bin bir dertle doldu gönlüm Gelecektin gelmez oldun Hâlimi hiç sormaz oldun Yaralarımı sarmaz oldun Yokluğundan soldu gönlüm Gözlerimde kanlı yaşlar Hasretin bağrımda kışlar Başa geldi olmaz işler Bin bir dertle doldu gönlüm Aramızda karlı dağlar Hasretin bağrımı dağlar Çaresizlik yolu bağlar Yokluğundan öldü gönlüm  Yokluğundan öldü gönlüm Yokluğundan öldü gönlüm Yokluğundan öldü gönlüm Yokluğundan öldü gönlüm Yokluğundan öldü gönlüm,üzgün
Aynalı Kemer,Barış Manço,"Sabah yeli ılgıt ılgıt eserken Seher vakti bir güzele vuruldum Al dudakta inci dişi, bu dünyada yok bir eşi Seher vakti bir güzele vuruldum(x2)Aynalı kemer ince bele Bu can kurban tatlı dile Seher vakti bir güzele vuruldum Mor menekşe nergiz dizmiş boynuna Kuşluk vakti aldı beni koynuna Cıvıldaşır dudu kuşu, sanki bülbülün ötüşü Seher vakti bir güzele vuruldum(x2)Aynalı kemer ince bele Bu can kurban tatlı dile Seher vakti bir güzele vuruldum Akşam oldu, gün kavuştu sessizce Dedi güzel: ""Ayrılık vardır bize.""Uzakta bir baykuş öttü, gül bahçemde diken bitti Seher vakti bir güzele vuruldum  (x4)Aynalı kemer ince bele Bu can kurban tatlı dile Seher vakti bir güzele vuruldum",üzgün
