artist,song_title,lyrics_clean,mood
Sezen Aksu,Beni Unutma [O Saatlerde Serpilir Gülüşün],1 contributorbeni unutma lyrics bir gün gelir de unuturmuş insan en sevdiği anıları bile bari sen her gece yorgun sesiyle saat on ikiyi vurduğu zaman beni unutma o saatlerde serpilir gülüşün bir avuç su gibi içime senin de başında o çılgın rüzgar deli deli esiverirse bir gün büyük acılarla tutuştuğum gün çok uzaklarda da olsan yine gel bu ölürcesine sevdiğine gel ne olur tanrı'ya kavuştuğum gün,
Sezen Aksu,Ben Kedim Yatağım,özledim koynunda uyanmayı yarı baygın sabahlara hiçbir şey düşünmeden konuşmadan dalıp gitmek uzaklara sonra düşmek ölüm gibi uçurumlara x3 ner'desin sesin ner'de kirpiğinden düşen hüzün hâlâ yerde hepsi boş kazanmalar başarmalar dilediğim onaylanmalar yoksun haklıydı diyorum soranlara ve karanlık perde perde sönerken gün seferden dönerken başlar aynı tören hayat bıraktığı yerden tüm hızıyla dönerken ben onu seyrederken çıkar gelir akşam ben kedim yatağım çok şikayetçiyiz senden,
Sezen Aksu,Ben Öyle Birini Sevdim ki,ben öyle birini sevdim ki balı ve zehiri vardı kirpiğine düştüğüm gün ölümüm başladı öfkeli hırçın kavgacı isırgan ve edepsiz ağzı geceler kadar karanlık gözleri vardı öyle uzak iki tutsak sevişirken ağlardık uçtan uça suçtan suça seve seve yuvarlandık bir nevi intihardı yara bere içindeydi hala cesarete tapardı,
Sezen Aksu,Ben Sevdalı Sen Belalı,sen beni sen sen unutmuş gibisin ben hâlâ deliyim hâlâ sevdalı sen sen beni unutmuş gibisin yaktığın ateşi söndüremedim sen hâlâ çılgınsın hâlâ belalı of hâlâ belalı çekmeye razıyım kaprislerini i̇stersen zincire vur ellerimi ne olur bir tanem anla hâlimi sen benden sen vazgeçmiş gibisin ben hâlâ tutkunum hâlâ yaralı hâlâ belalı bu sevda bir anda bitebilir mi gerçekler yalana dönebilir mi ne olur bir tanem anla halimi,
Sezen Aksu,Beşik,bura bu acýyý çekmeye geldik hazdan kendimizden geçmeye geldik hayat iksirinden içmeye geldik geldik gidiyoruz yollar diken yollar ýtýr yasemen her lezzeti tattýk ayný kaseden þeytan gibi bizi tene hapseden bizdik biliyoruz beþik gibi sallar hayat bizi çeker basar vessikalýk resmimizi gözlerimiz kimlik belgesi gibi kayýt tutar ya buz ya bebek mavisi mükemmel teþhisi aþk koruyabilir bir tek kaldýysa hala masumiyetimizi biz altýnda imzasý olan aþýklar böyle yazdýk vasiyetimizi kaldýysa eðer hala masumiyetimizi,
Sezen Aksu,Bile Bile,bir arada olabilmek ne mümkün bir arada kalabilmek imkânsız seneler alıp gitmiş ne var ne yoksa her şeyi i̇nanılmaz değişen ben miyim i̇nanılmaz bu yabancı da kim sen misin böyle uzak veda sözleri söyleyen geri dönmek inan işten değil hani var ya tutamazsın kendini bir ümitle ya olursa dersin hep bile bile her şeyin bittiğini sonradan kor sonradan kor ayrılıklar an be an akıp gider akıp gider zaman sana aldırmadan,
Sezen Aksu,Biliyorsun,hayat bazen öyle insafsız ki küçük bir boşluğundan yakalar hissettirmez en zayıf anında seni ta yüreğinden yaralar ellerin kolların bağlansa da başında kasırgalar kopsa da sen tüm gücünle karşı koysan da seni acımasız sevdaya salar sen de benim kadar gerçekleri görüyorsun beraber olamayız benim gibi biliyorsun bir başka dünyanın insanısın yavrucağım sen kendi dünyanın toprağında büyüyorsun haklısın biraz geç karşılaştık oysa hiç konuşmadan anlaştık bazı şeyler var ki söylenmiyor biz senle sözleri susarak aştık i̇nsan acılarla kıvransa da ve o aşkta bir daha doğsa da dünyasını yeniden kursa da düşler ve gerçekler ayrı ayrı yaşar mmhmmhmmhmmh ahaahaahaah,
Sezen Aksu,Bindokuzyüzkırkbeş,gel asırlardan uzan da tut ellerimi sımsıcak yoksa bendeki çocuk da böyle çaresiz kalacak öfke ile beslenen çocuklar yalnızdırlar ve ümitleri çiçeklerden acıları tarihlerden senin gibi benim gibi onlar da hep insandılar ve sevgiye inandılar ve saygıya inandılar onlar biraz terk edilmiş biraz küskün çocuktular sanki biraz incitilmiş sanki yetersiz sevilmiş sanki utandılar kavgadan ve sustular öp incilenen gözyaşları kurusun inançlarında sene bin dokuz yüz kırk beş asırlardan uzan da tut ellerimi sımsıcak ve asırlardan uzan da tut ellerimi sımsıcak,
Sezen Aksu,Bir Acı Kahvenin,gün olur da bir dost ararsan eğer açıktır kapım sana çekinmeden gel sözlerimde inan ne sitem ne de kırgınlık bulamazsın bir gün yolun düşerse eğer beni bıraktığın gün gibi yine dost bulacaksın gün olur da bir dost ararsan eğer ne olursa olsun geçen zamanda sanki bir şey olmamış gibi karşılarım seni yılların özlemiyle kucaklarım bir acı kahvenin kırk yıl hatırı vardır derler az mı içtim ellerinden unutmadım o günleri gel buraya yolun düşerse eğer heyhey,
Sezen Aksu,Bırak Beni,bırak beni yeter aldattığın yeter bırak beni deli ettin artık çek git bu nasıl sevgi sen kendine âşıksın sen yalancısın hatta sevişirken bile yabancısın sen kimsin sen ne rahat insansın bırak bırak benim için ne mümkün ayrılmak ben ayrılamam sen beni bırak bırak bırak seviyorum kahretsin seviyorum elimde değil çok seviyorum ah neden yaşadığım en deli aşksın sen çok istedim unutmak istedim esmer ellerini gözlerini kokunu yanık tenini bana dokunduğun anda hislerimi unutmadım oysa sen bir yalancısın,
Sezen Aksu,Bir Başka Aşk,i̇çinde tüm umutlar bir bir yitip gidiyorken hayatı sırça bir köşk gibi diye tanıyordun daha sen bebektin bir tanem her aşkta biraz büyüyordun ve bir anda… bir başka aşkla alev alev tutuşup da birden yeni baştan oldun yeni baştan oldun kendi canından i̇çinde kavga eden senler bir bir barışıyor ömrüne senden de önemli bir şey karışıyor daha dün bebektin bir tanem kendini her şey sanıyordun x3,
Sezen Aksu,Bir Çocuk Sevdim,bir çocuk gördüm uzaklarda gözleri kederli hatta korkulu her şeye rağmen biraz gülümsedi çocuk sıcak sade ama biraz kuşkulu bir çocuk sevdim uzaklarda sanıyordum ki onun özlemi de buydu o ise bir bakışta beni örtülerimden yalnızca yalnızca duygularıyla soydu ben böyle yürek görmedim böyle sevgi şimdi çocuk büyümekte günbegün bütün hüzünleri okşadı birer birer gizli bir ümide sarılarak biraz küskün biraz çocuk biraz adam biraz hiçti ellerinde yaşlı zaman demetleri daha önce denenmemiş yeni bir yol seçti bir elinde yarın öbür elinde dün erken ihtiyarlamaktan sanki biraz üzgün dünyanın haline bakıp güldü geçti,
Sezen Aksu,Bir Kuş Uçur,hep karanlýk hep karanlýk yeter artýk yeter bir avuç kar beyazý bir adým yol bana bir nefes ver bir fýsýlda daðlar duvar olsa önüme yollar kör düðüm düðümlense dönmem gözümü daðlasalar ýpe götürseler bir kuþ uçur yeter sen bir çaðýr yeter bir küçük pencere bir aydýnlýk bana,
Sezen Aksu,Bir Vurgun Bu Sevda,bir vurgun bu sevda günsüz başlar gecem uzanırken sana tükendi bu beden yüreğim bir sürgün varmaz yolum sana ölümsüz dünyada ecel ol al beni nefessiz zordayım zamansız bir mekânda çıkmaz bir yoldayım amansız isyanda ecelim ol benim koynunda sar beni aşk ölüm yaz bana sonsuza al beni ah,
Sezen Aksu,Bir Zamanlar Deli Gönlüm,ele avuca sığmazdı deli gönlüm bir zamanlar neredeydi şimdi ner'de i̇ster güneş ol yak beni yağmurum ol ağlat beni aklım başka duygularım başka yerde bir deli rüzgâr savurdu beni böyle bu mutlu tutsak benim altın kafeste zincirleri yüreğimin artık sende yok ağlatmaz asla beni bir gün ayrılık pişmanlığım nefret olmaz öfke olmaz senden daha acı bir hasret bulunmaz acılarla sevinçlerle yaşat beni senden daha güçlü bir hasret bulunmaz acılarla sevinçlerle,
Sezen Aksu,Bu Gece,al beni götür kanatlarında bu gece uçurup diyar diyar sev beni sevilmediğim kadar unuttur yalnız yaşadığım her geceyi öyle gel gör beni bulup karanlıklarda sar biraz ki doğmasın sabahlar al sevgim hiç vermediğim kadar unuttur yalnız yaşadığım her geceyi öyle gel gel sev i̇ste yeminler ederim aşka belki bir daha hiç tutulmazlar i̇nanmasan bile gel i̇nandığım ne var ne yoksa hiç vermediğim kadar unuttur yalnız yaşadığım her geceyi öyle gel bu gece hehe gel gece hehe,
Sezen Aksu,Büklüm Büklüm,ne söylesen ne beklesen yaradan'dan ya da kaderinden ele geçmez istediğin uğruna savaş vermediysen sevilmeden de sevmeyi neyi özlediğini bilmeyi acı da olsa yine gerçeği görüp de söylemeyi bilmediysen sanki seni boğar gibi sanki yeniden doğar gibi sanki zaman zaman ölür gibi acısını çilesini çekmediysen hani büklüm büklüm boynunda hani paramparça ruhunda hani soran gözlerle kapında bekleyen dargın anıların gibi,
Sezen Aksu,Buy Oil Filled Capacitor With an Affordable Price,1 contributorbuy oil filled capacitor with an affordable price lyricsoilfilled capacitors are one of the most common types of electronic components theyre found in everything from watches to power plants and are often the first component that people encounter when learning about electronics they are also used in more complex components such as transistors and integrated circuits in this article well discuss what an oilfilled capacitor is and how they work more visit https//falconcapacitorcom/service/oilfilledcapacitor/ fan capacitor in dubai applications of capacitors,
Sezen Aksu,Çakkıdı,buralardan hemen gidesim var yeniden başlamak hevesim var ne varsa attığım içime cart diye diyesim var katlanıyoruz herkes gibi malum e açıklarımız kaçıklarımız var ama hem kel hem fodul takımını hart diye yiyesim var çat diye çatlamak üzereyim neresinden tutup da düzeleyim ortağı olmuşum düzeneğin kendimi boğasım var herkesi oyasım var aman be hadi gel kaynaşalım kız çakkıdı çakkıdı oynaşalım kız azıcık alttan azıcık üstten hoppidi hoppidi hoplatalım kız bunlar benim fikrim mi kısa metraj filmim mi i̇rfanım mı ilmim mi yuh diye sövesim var zihin oyunlarım mı resmi duyumlarım mı koyun uyumlarım mı kah kah gülesim var aman kalk kaynaşalım kız aman be hadi kalk kaynaşalım kız hiç umut yok mu her şey boş mu dünya alem dut gibi sarhoş mu,
Sezen Aksu,Canımsın Sen,adın başka tadın başka sığmıyorsun ele avuca delisin sen dilerim ki ben'le yaşa bildiklerin ezber değil yenisin sen boşuna mı yaprak gibi rüzgârına kapıldım ben unutup kendimi bi' divaneye takıldım ben ayağı eşikten dışar'da git gidersen bu gönül senden çoktan razı nasıl istersen delip geçen gözlerinle söylenmemiş sözlerinle sırsın sen hiç oyunsuz sorunsuz ne bir eksik ne bir fazla canımsın sen bu gönül çoktan razı senden nasıl istersen senden önce senden sonra i̇ki ayrı devir iki ayrı dünya bir daha da olmayacak hiçbir şey eskisi gibi yarınlarda,
Sezen Aksu,Çile,sorarım soru sırra eremem ararım döne döne duramam yürürüm diken diken kanamam yola düşünce bilemem başı sonu nerede akarım nehir gibi yine de yaşamak ve inadına ve ille de cana uyunca x4 çile naninanina göremem bazı boşa bakarım bir dua bir türkü bir can yakarım beşerim şaşar hata yaparım kötü huyumca tutamam yerin toz tanesiyim bir garip dünya biçaresiyim bir kulun deli divanesiyim aşka gelince ne rahat bir soluk aldım ne huzur buldum yine de sevdim bu acı dünyayı gitmedim durdum,
Sezen Aksu,Çocuk,bir yerlerde bir çocuk doğdu sancısını içimde duyuyorum kim bilir kimin çocuğusun gözlerinde güneşi görüyorum gözlerinde hayat pırıl pırıl ellerinde ümitlerimiz var dünyanın tüm pisliklerine sıkılmış o minik yumruklar sıkılmış o minicik yumruklar güzel bebek buram buram i̇nsan sevgi kokuyorsun bir küçük dünya gibi varlığın sırtında dünyayı taşıyorsun kim olursa olsun anan baban sorumluyum onlar kadar senden adını hiç bilmesem bile benim öz be öz çocuğumsun sen,
Sezen Aksu,Çocuklar Gibi,bende hiç tükenmez bir hayat vardı kırlara yayılan ilkbahar gibi kalbim hiç durmadan hızla çarpardı göğsümün içinde ateş var gibi başını göğsüme sakla sevgilim güzel saçlarında dolaşsın elim bir gün ağlayalım bir gün gülelim sevişen yaramaz çocuklar gibi hissedince sana vurulduğumu anladım ne kadar yorulduğumu sakinleştiğimi durulduğumu denize dökülen bir pınar gibi sözün şiirlerin mükemmelidir senden başkasını seven delidir yüzün çiçeklerin en güzelidir gözlerin bilinmez bir diyar gibi,
Sezen Aksu,Çocuk [Sezen Aksu Söylüyor Müzikali],1 contributorçocuk lyrics bir yerlerde bir çocuk doğdu sancısını içimde duyuyorum kim bilir kimin çocuğusun gözlerinde güneşi görüyorum gözlerinde hayat pırıl pırıl ellerinde ümitlerimiz var dünyanın tüm pisliklerine sıkılmış o minik yumruklar güzel bebek buram buram i̇nsan sevgi kokuyorsun bir küçük dünya gibi varlığın sırtında dünyayı taşıyorsun kim olursa olsun anan baban sorumluyum onlar kadar senden adını hiç bilmesem bile benim öz be öz çocuğumsun sen güzеl bebek buram buram,
Sezen Aksu,Çocuk ve Dev,bir zamanlar koca bir dev ve minik bir çocuk vardı korkusuzca gezerlerdi yeşil güzel bir bahçede kocaman dev bir bahçıvan minik çocuk bir çiçekti sımsıcacık yürekleri hep elele gezerlerdi kocaman devin elleri minik çocuğun yüzünden korkuları hep silerdi ama akıllı insanlar i̇nanmadılar bu masala koştular kurtarmaya minik çocuğu o devden onları uyur buldular o yeşil güzel bahçede sımsıkı sarılmışlardı bir daha uyanmadılar la lalalala lalalala lalalala mmh mmhmmh mmhmmh mmhmmh,
Sezen Aksu,Dağlar Dağlar,başım dağ saçlarım kardır deli rüzgârlarım vardır ovalar bana çok dardır benim meskenim dağlardır dağlar dağlardır dağlar dağlardır dağlar şehirler bana bir tuzak i̇nsan sohbetleri yasak uzak olun benden uzak kalbime benzer taşları heybetli öter kuşları göğe yakındır başları yârimi ellere verin sevdamı yellere verin yelleri bana gönderin bir gün kadrim bilinirse i̇smim ağza alınırsa yerim' soran bulunursa,
Sezen Aksu,Dansöz Dünya,hiç kavga bilmez gülle yaprak hiç kıyar mı ağaca toprak bu kimin oyunu i̇lk kim bozdu sonsuz uyumu kıvır kıvır kıvır ziller elinde yangın yerinde öz paramparça öz esir teninde dön dansöz dünya devam et ateş dansına yan gamsız dünya sığmadın aklıma x5 vursun davullar inlesin dünya yalnızlığını dinlesin dünya kıyamet gündesin dünya,
Sezen Aksu,Davet,x2 gel en sevap günah gel canımın canı sevdaya adanmış esmer yasak hırsızı ah ateşten gömlek ah oynaşın kurdu aşkla ağulanmış güzellikler yurdu tutuşan tenime zülüflerini sür asi hırçın hür arka bahçelerde dişlediğim mür gel çıplak ve pür x3 çıplağına sar beni toprağına kar beni kaynağından dökül gürül gürül çoğalt ki kendini dağları seller alsın selleri yangın sarsın bozulsun bahçe bağ dalda üzüm sarhoş ben tarumar,
Sezen Aksu,Değer mi?,bir rüya görür gibi seninle bulutlara uçtuğumda bir ateş yakar beni sevginle tutuştuğumu sanırdım yağmur olur yağmur olur damla damla damla damla öperdim öperdim dudaklarından bir nehir gibi çağlar akardım akardım damarlarından değer mi hiç değer mi hiç değer mi değer mi değer mi söyle bir rüya ömür boyu sürer mi sürer mi sürer mi böyle değer canım değer elbet değer bir tanem aşk için her şeye ne hayal ne de gerçek engel mi kanatlanmadan uçmaya ah ahah ah ahah değer mi hiç değer mi hiç ah ahah ah ahah,
Sezen Aksu,Değer mi? [1991 Versiyon],değer mi hiç değer mi hiç değer mi değer mi değer mi söyle bir rüya ömür boyu sürer mi sürer mi sürer mi böyle değer canım değer elbet değer bir tanem aşk için her şeye ne hayal ne de gerçek engel mi kanatlanmadan uçmaya bir rüya görür gibi seninle bulutlara uçtuğumda bir ateş yakar beni sevginle tutuştuğumu sanırdım yağmur olur damla damla öperdim öperdim dudaklarından bir nehir gibi çağlar akardım akardım damarlarından ah ahah ah ahah ah,
Sezen Aksu,Delidir,çok fazla bir şeyim yok toplasan bir avuç değil al benden kendine veracıdan düş mümkünse sil anladım hiç bi'şey aşktan değerli değil olmaya niyetliyim ateşte erir demir delidir delidir kapında yatmayan delidir kendinden geçmeyi tatmayan delidir delidir bi'çiçek bile bakmayan yeridir dövünse eline hiç diken batmayan sen benim çilehanem sınavım en zor dersim hoş gelir safa gelir senden ne gelirse gelsin hadi ver artık ocağa bu kör cahili kalbim sevmenin sırrını artık öğrensin,
